MEMFEE ID,MEMBER,AMOUNT,PAYED DATE,CONTROL NO,REMARKS,DATE Created,Created By,Date Updated,Updated By,FLAG_EMPTY_RECORD,FLAG_MISSING_AMOUNT,FLAG_ZERO_AMOUNT,FLAG_MISSING_PAYED_DATE,FLAG_POSSIBLE_DUPLICATE_PAYMENT,MEMBER_FULLNAME,PROJECT,FLAG_MEMBER_NOT_FOUND
23,77.0,400.0,2023-03-12,007,,2024-08-13,,,,False,False,False,False,False,Stone Denise,MASAO,False
24,56.0,400.0,2023-03-12,008,,2024-08-13,,,,False,False,False,False,False,Lu Curtis,MASAO,False
25,80.0,400.0,2023-03-12,009,,2024-08-13,,,,False,False,False,False,False,Dominguez Wendy,MASAO,False
26,509.0,400.0,2023-03-12,010,,2024-08-13,,,,False,False,False,False,False,Alvarez Philip,MASAO,False
27,82.0,400.0,2023-03-12,011,,2024-08-13,,,,False,False,False,False,False,Garcia Chloe,MASAO,False
28,541.0,400.0,2023-03-12,012,,2024-08-13,,,,False,False,False,False,False,Henderson Jonathan,MASAO,False
29,96.0,400.0,2023-03-12,013,,2024-08-13,,,,False,False,False,False,False,Johnson Daniel,MASAO,False
30,67.0,400.0,2023-03-12,014,,2024-08-13,,,,False,False,False,False,False,Zhang Ethan,MASAO,False
31,520.0,400.0,2023-03-09,015,,2024-08-13,,,,False,False,False,False,False,Griffin Angela,MASAO,False
32,87.0,400.0,2023-03-12,016,,2024-08-13,,,,False,False,False,False,False,Sanchez Megan,MASAO,False
33,540.0,400.0,2023-03-12,017,,2024-08-13,,,,False,False,False,False,False,Patterson Eduardo,MASAO,False
34,57.0,400.0,2023-03-12,018,,2024-08-13,,,,False,False,False,False,False,Walker Lauren,MASAO,False
35,99.0,400.0,2023-03-12,017,,2024-08-13,,,,False,False,False,False,False,Munoz Deanna,MASAO,False
36,586.0,400.0,2023-03-12,019,,2024-08-13,,,,False,False,False,False,False,Torres Stephanie,MASAO,False
37,544.0,400.0,2023-03-12,020,,2024-08-13,,,,False,False,False,False,False,Goel Karla,MASAO,False
38,508.0,400.0,2023-03-12,021,,2024-08-13,,,,False,False,False,False,False,Vazquez Byron,MASAO,False
39,78.0,400.0,2023-03-12,022,,2024-08-13,,,,False,False,False,False,False,Nath Jaime,MASAO,False
40,1821.0,400.0,2023-03-12,023,,2024-08-13,,,,False,False,False,False,False,Romero Jerome,MASAO,False
41,498.0,400.0,2023-03-12,024,,2024-08-13,,,,False,False,False,False,False,Moreno Leslie,MASAO,False
42,59.0,400.0,2023-03-12,025,,2024-08-13,,,,False,False,False,False,False,Bennett Sydney,MASAO,False
43,73.0,400.0,2023-03-12,026,,2024-08-13,,,,False,False,False,False,False,Jimenez Jill,MASAO,False
44,89.0,400.0,2023-03-12,027,,2024-08-13,,,,False,False,False,False,False,Flores Adam,MASAO,False
45,505.0,400.0,2023-03-12,028,,2024-08-13,,,,False,False,False,False,False,James Evan,MASAO,False
46,51.0,400.0,2023-03-20,029,,2024-08-13,,,,False,False,False,False,False,Alvarez Janet,MASAO,False
47,1822.0,400.0,2023-03-19,052,,2024-08-13,,,,False,False,False,False,False,Navarro Frank,MASAO,False
48,1823.0,400.0,2023-03-19,053,,2024-08-13,,,,False,False,False,False,False,She Dennis,MASAO,False
49,103.0,400.0,2023-03-19,054,,2024-08-13,,,,False,False,False,False,False,Andersen Carl,MASAO,False
50,1824.0,400.0,2023-03-19,055,,2024-08-13,,,,False,False,False,False,False,Munoz Melody,MASAO,False
51,532.0,400.0,2023-03-19,056,,2024-08-13,,,,False,False,False,False,False,Harris Marcus,MASAO,False
52,1825.0,400.0,2023-03-19,057,,2024-08-13,,,,False,False,False,False,False,Zeng Randy,MASAO,False
53,94.0,400.0,2023-03-19,058,,2024-08-13,,,,False,False,False,False,False,Rai Carol,MASAO,False
54,54.0,400.0,2023-03-19,059,,2024-08-13,,,,False,False,False,False,False,Carlson Shannon,MASAO,False
55,46.0,400.0,2023-03-19,060,,2024-08-13,,,,False,False,False,False,False,Huang Eugene,MASAO,False
56,49.0,400.0,2023-03-19,061,,2024-08-13,,,,False,False,False,False,False,Johnson Elizabeth,MASAO,False
57,61.0,400.0,2023-03-19,062,,2024-08-13,,,,False,False,False,False,False,Hill Wyatt,MASAO,False
58,97.0,400.0,2023-03-19,064,,2024-08-13,,,,False,False,False,False,False,Lopez Heidi,MASAO,False
59,83.0,400.0,2023-03-19,065,,2024-08-13,,,,False,False,False,False,False,Hernandez Diana,MASAO,False
60,47.0,400.0,2023-03-19,066,,2024-08-13,,,,False,False,False,False,False,Torres Ruben,MASAO,False
61,507.0,400.0,2023-03-14,067,,2024-08-13,,,,False,False,False,False,False,Suarez Orlando,MASAO,False
62,91.0,400.0,2023-03-19,068,,2024-08-13,,,,False,False,False,False,False,Yuan Christine,MASAO,False
63,506.0,400.0,2023-03-19,069,,2024-08-13,,,,False,False,False,False,False,Jim̩nez Beth,MASAO,False
64,65.0,400.0,2023-03-19,070,,2024-08-13,,,,False,False,False,False,False,King Jordan,MASAO,False
65,84.0,400.0,2023-03-19,071,,2024-08-13,,,,False,False,False,False,False,Martin Marc,MASAO,False
66,69.0,400.0,2023-03-19,072,,2024-08-13,,,,False,False,False,False,False,Xie Russell,MASAO,False
67,1826.0,400.0,2023-03-19,063,,2024-08-13,,,,False,False,False,False,False,Wang Marshall,MASAO,False
68,85.0,400.0,2023-04-15,33,,2024-08-13,,,,False,False,False,False,False,Murphy Jesse,MASAO,False
69,501.0,400.0,2023-04-15,34,,2024-08-13,,,,False,False,False,False,False,Carlson Clinton,MASAO,False
70,70.0,400.0,2023-05-01,41,,2024-08-13,,,,False,False,False,False,False,Beck Alejandro,MASAO,False
71,510.0,400.0,2023-05-15,50,,2024-08-13,,,,False,False,False,False,False,Jordan Ross,MASAO,False
72,81.0,400.0,2023-08-26,114,,2024-08-13,,,,False,False,False,False,False,Russell Jennifer,MASAO,False
73,100.0,400.0,2023-07-09,78,,2024-08-13,,,,False,False,False,False,False,Raje Gilbert,MASAO,False
74,55.0,400.0,2023-04-15,39,,2024-08-13,,,,False,False,False,False,False,Suarez Jacquelyn,MASAO,False
75,52.0,400.0,2023-04-15,40,,2024-08-13,,,,False,False,False,False,False,Mehta Marco,MASAO,False
76,1828.0,400.0,2023-08-31,,,2024-08-13,,,,False,False,False,False,False,Jimenez Jessie,MASAO,False
78,1829.0,400.0,2023-08-31,032,,2024-08-13,,,,False,False,False,False,False,Ramos Robin,MASAO,False
79,1480.0,400.0,2024-05-16,654,,2024-08-13,,,,False,False,False,False,False,Bennett Jacqueline,MASAO,False
80,1830.0,400.0,2024-05-16,657,,2024-08-13,,,,False,False,False,False,False,Gutierrez Deanna,MASAO,False
81,547.0,400.0,2024-05-16,658,,2024-08-13,,,,False,False,False,False,False,Wu Ernest,MASAO,False
82,45.0,400.0,2024-05-16,665,,2024-08-13,,,,False,False,False,False,False,Yang Jon,MASAO,False
83,499.0,400.0,2024-05-16,666,,2024-08-13,,,,False,False,False,False,False,Cai Alvin,MASAO,False
84,90.0,400.0,2024-05-24,672,,2024-08-13,,,,False,False,False,False,False,Nara Leonard,MASAO,False
85,66.0,400.0,2024-05-24,673,,2024-08-13,,,,False,False,False,False,False,Wilson Destiny,MASAO,False
86,53.0,400.0,2024-05-27,678,,2024-08-13,,,,False,False,False,False,False,Verhoff Rob,MASAO,False
87,556.0,400.0,,,,2024-08-13,,,,False,False,False,True,False,Roberts Maria,BANCASI,False
88,68.0,0.0,,,,2024-08-15,,,,False,False,True,False,False,Edwards Seth,MASAO,False
89,1478.0,400.0,2024-07-03,1050,,2024-08-30,,,,False,False,False,False,True,Sanders Brooke,MASAO,False
90,1858.0,400.0,2024-07-22,967,,2024-09-18,,,,False,False,False,False,False,Xu Alicia,RIZAL,False
91,1875.0,400.0,2023-03-19,060,,2024-10-09,,,,False,False,False,False,False,Ortega Jimmy,MASAO,False
92,48.0,400.0,2023-04-15,038,,2024-10-09,,,,False,False,False,False,False,Zhu Christy,MASAO,False
93,1849.0,400.0,2023-08-26,001,,2024-10-09,,,,False,False,False,False,False,Ramos Cindy,BANCASI,False
94,356.0,0.0,,,,2024-10-09,,,,False,False,True,False,False,Kumar Chad,BANCASI,False
95,553.0,400.0,2023-08-26,008,,2024-10-09,,,,False,False,False,False,False,James Angela,BANCASI,False
97,1475.0,400.0,2023-06-15,004,,2024-10-09,,,,False,False,False,False,False,Romero Alfredo,BANCASI,False
98,1848.0,400.0,2023-06-15,005,,2024-10-09,,,,False,False,False,False,False,Serrano Tyrone,BANCASI,False
99,1837.0,400.0,2023-06-15,006,,2024-10-09,,,,False,False,False,False,False,Rodriguez Raymond,BANCASI,False
100,341.0,400.0,2023-08-04,022,,2024-10-14,,,,False,False,False,False,False,Butler Angela,BANCASI,False
101,338.0,400.0,2023-08-10,035,,2024-10-14,,,,False,False,False,False,False,Gonzalez Donald,BANCASI,False
102,1883.0,400.0,2023-08-18,071,,2024-10-14,,,,False,False,False,False,False,Patterson Edward,BANCASI,False
103,1884.0,400.0,2023-08-30,012,,2024-10-14,,,,False,False,False,False,False,Gill Marie,BANCASI,False
104,1887.0,400.0,2023-08-31,026,,2024-10-14,,,,False,False,False,False,False,Cai Jaclyn,BANCASI,False
105,328.0,400.0,2023-09-12,051,,2024-10-14,,,,False,False,False,False,False,Raji Willie,BANCASI,False
106,1722.0,400.0,2023-11-09,103,,2024-10-14,,,,False,False,False,False,False,Vance Johnathan,RIZAL,False
107,1743.0,400.0,2023-11-09,104,,2024-10-14,,,,False,False,False,False,False,Foster Ryan,RIZAL,False
108,1891.0,400.0,2023-11-09,105,,2024-10-14,,,,False,False,False,False,False,Raji Christine,RIZAL,False
109,322.0,400.0,2024-01-19,303,"DEC.19,2023",2024-10-16,,,,False,False,False,False,False,Henderson Jessica,BANCASI,False
110,1474.0,400.0,2024-05-14,570,,2024-10-16,,,,False,False,False,False,False,Henderson Megan,BANCASI,False
111,1700.0,400.0,2024-01-09,181,,2024-10-16,,,,False,False,False,False,False,Anand Clarence,RIZAL,False
112,1806.0,400.0,2023-02-20,773,,2024-10-17,,,,False,False,False,False,False,Garcia Sydney,RIZAL,False
113,1805.0,400.0,2023-03-30,614,,2024-10-18,,,,False,False,False,False,False,Raman Terrance,RIZAL,False
114,1780.0,400.0,2023-04-03,621,,2024-10-18,,,,False,False,False,False,False,Luo Jon,RIZAL,False
115,1742.0,400.0,2023-04-10,638,,2024-10-18,,,,False,False,False,False,False,Carter Katelyn,RIZAL,False
116,1799.0,400.0,2023-04-13,641,,2024-10-18,,,,False,False,False,False,False,Russell Victoria,RIZAL,False
117,1714.0,400.0,2023-04-13,642,,2024-10-18,,,,False,False,False,False,False,Patel Cindy,RIZAL,False
118,1775.0,400.0,2023-04-17,650,,2024-10-18,,,,False,False,False,False,False,Long Luke,RIZAL,False
119,1671.0,400.0,2023-04-22,654,,2024-10-18,,,,False,False,False,False,False,Campbell Chloe,RIZAL,False
120,1771.0,400.0,2023-04-25,656,,2024-10-18,,,,False,False,False,False,False,Sanchez Katelyn,RIZAL,False
121,1892.0,400.0,2023-04-25,657,,2024-10-18,,,,False,False,False,False,False,Xie Lindsay,RIZAL,False
122,1740.0,700.0,2022-05-28,,,2024-10-21,,,,False,False,False,False,False,Diaz David,RIZAL,False
123,1658.0,400.0,2023-05-05,664,,2024-10-21,,,,False,False,False,False,False,Griffin Jason,RIZAL,False
124,1744.0,400.0,2023-05-05,665,,2024-10-21,,,,False,False,False,False,False,Lee Robert,RIZAL,False
125,1690.0,400.0,2023-05-06,667,,2024-10-21,,,,False,False,False,False,False,Stewart Adrian,RIZAL,False
126,1735.0,400.0,2023-05-08,668,,2024-10-21,,,,False,False,False,False,False,Jones Elizabeth,RIZAL,False
127,1733.0,400.0,2023-05-08,670,,2024-10-21,,,,False,False,False,False,False,Martin Eduardo,RIZAL,False
128,1818.0,400.0,2023-05-08,671,,2024-10-21,,,,False,False,False,False,False,Brown Nicole,RIZAL,False
129,1711.0,400.0,2023-05-08,669,,2024-10-21,,,,False,False,False,False,False,Alexander Tristan,RIZAL,False
130,1797.0,400.0,2023-07-10,778,,2024-10-21,,,,False,False,False,False,False,Ward Hailey,RIZAL,False
131,1478.0,400.0,2024-07-03,1050,,2024-10-21,,,,False,False,False,False,True,Sanders Brooke,MASAO,False
132,1903.0,400.0,2024-05-10,612,,2024-10-21,,,,False,False,False,False,False,Mehta Brenda,RIZAL,False
133,1831.0,400.0,2024-06-07,639,"blk 1 , lot 12",2024-10-21,,,,False,False,False,False,True,Navarro Roy,RIZAL,False
134,1831.0,400.0,2024-06-07,639,"blk 1 , lot 13",2024-10-21,,,,False,False,False,False,True,Navarro Roy,RIZAL,False
135,1836.0,400.0,2024-06-18,645,,2024-10-21,,,,False,False,False,False,False,Ramos Anne,RIZAL,False
137,1763.0,300.0,2021-02-13,,,2024-10-28,,,,False,False,False,False,True,Thomas Christian,RIZAL,False
138,1930.0,300.0,2021-02-13,,,2024-10-28,,,,False,False,False,False,True,Gray Ariana,RIZAL,False
139,1895.0,300.0,2021-02-13,,,2024-10-28,,,,False,False,False,False,False,Pal Kurt,RIZAL,False
140,1718.0,800.0,2021-01-29,131,,2024-10-28,,,,False,False,False,False,False,Liu Shannon,RIZAL,False
141,1931.0,300.0,2021-01-29,135,,2024-10-28,,,,False,False,False,False,False,Mehta Kristopher,RIZAL,False
142,1940.0,400.0,2021-01-29,138,WITH SEMINAR FEE,2024-10-28,,,,False,False,False,False,False,Romero Robin,RIZAL,False
143,1934.0,400.0,2021-01-29,139,WITH SEMINAR FEE,2024-10-28,,,,False,False,False,False,False,Lopez Marco,RIZAL,False
144,1930.0,300.0,2021-02-13,142,,2024-10-28,,,,False,False,False,False,True,Gray Ariana,RIZAL,False
145,1763.0,300.0,2021-02-13,142,,2024-10-28,,,,False,False,False,False,True,Thomas Christian,RIZAL,False
146,1764.0,300.0,2021-02-13,142,,2024-10-28,,,,False,False,False,False,False,Lal Arturo,RIZAL,False
147,1942.0,300.0,2022-04-29,249,,2024-10-29,,,,False,False,False,False,False,Moreno Alfredo,RIZAL,False
148,1794.0,400.0,2022-04-29,252,,2024-10-29,,,,False,False,False,False,False,Richardson Sara,RIZAL,False
149,1752.0,300.0,2022-04-29,260,,2024-10-29,,,,False,False,False,False,False,Rai Jenny,RIZAL,False
150,1796.0,300.0,2022-04-30,262,,2024-10-29,,,,False,False,False,False,False,Flores Mya,RIZAL,False
151,1731.0,300.0,2022-05-08,,,2024-10-29,,,,False,False,False,False,False,Simmons Jennifer,RIZAL,False
152,1802.0,300.0,2022-05-08,,,2024-10-29,,,,False,False,False,False,False,Wilson Jessica,RIZAL,False
153,1943.0,300.0,2022-05-08,,,2024-10-29,,,,False,False,False,False,False,Nara Jenny,RIZAL,False
154,1944.0,300.0,2022-05-08,,,2024-10-29,,,,False,False,False,False,False,Munoz Janet,RIZAL,False
155,1900.0,0.0,,,,2024-10-29,,,,False,False,True,False,False,,,True
156,1945.0,300.0,2022-05-08,,,2024-10-29,,,,False,False,False,False,False,Weber Sergio,RIZAL,False
157,1746.0,300.0,2022-05-08,,,2024-10-29,,,,False,False,False,False,False,Martinez Lauren,RIZAL,False
158,1674.0,300.0,2022-05-08,,,2024-10-29,,,,False,False,False,False,False,Perry Ana,RIZAL,False
159,1948.0,0.0,,,,2024-10-29,,,,False,False,True,False,True,Griffin Grace,RIZAL,False
160,1948.0,0.0,,,,2024-10-29,,,,False,False,True,False,True,Griffin Grace,RIZAL,False
161,1948.0,0.0,,,,2024-10-29,,,,False,False,True,False,True,Griffin Grace,RIZAL,False
162,1948.0,300.0,2022-05-08,298,,2024-10-29,,,,False,False,False,False,False,Griffin Grace,RIZAL,False
163,1724.0,300.0,2022-05-08,299,,2024-10-29,,,,False,False,False,False,False,Lin Colin,RIZAL,False
164,1668.0,400.0,2024-05-25,305,,2024-10-29,,,,False,False,False,False,False,Wood Edward,RIZAL,False
165,1770.0,400.0,2022-05-28,311,,2024-10-29,,,,False,False,False,False,False,Carter Maria,RIZAL,False
166,1808.0,400.0,2022-05-28,319,,2024-10-29,,,,False,False,False,False,False,Anderson Zachary,RIZAL,False
167,1803.0,400.0,2022-05-28,322,,2024-10-29,,,,False,False,False,False,False,Bailey Jade,RIZAL,False
168,1789.0,300.0,2022-06-06,325,,2024-10-29,,,,False,False,False,False,False,Rodriguez Hunter,RIZAL,False
169,1815.0,300.0,2022-06-06,327,,2024-10-29,,,,False,False,False,False,False,Jenkins Samantha,RIZAL,False
170,1798.0,300.0,2022-06-12,334,,2024-10-29,,,,False,False,False,False,False,Allen Luke,RIZAL,False
171,1727.0,300.0,2022-06-17,,,2024-10-29,,,,False,False,False,False,False,Hill Xavier,RIZAL,False
172,1696.0,300.0,2022-07-10,364,,2024-10-29,,,,False,False,False,False,False,Li Todd,RIZAL,False
173,1767.0,300.0,2022-08-10,386,,2024-10-29,,,,False,False,False,False,False,Griffin Hunter,RIZAL,False
174,1704.0,300.0,2022-08-25,389,,2024-10-29,,,,False,False,False,False,False,Cai Lisa,RIZAL,False
175,1839.0,400.0,2024-05-19,710,,2024-10-29,,,,False,False,False,False,False,Suarez Deanna,BANCASI,False
176,1686.0,300.0,2022-09-27,436,,2024-10-29,,,,False,False,False,False,False,Ross Sydney,RIZAL,False
177,1897.0,300.0,2022-09-27,437,,2024-10-29,,,,False,False,False,False,False,Gutierrez Beth,RIZAL,False
178,1666.0,300.0,2022-10-01,1456,,2024-10-29,,,,False,False,False,False,False,Reed Maria,RIZAL,False
179,1685.0,300.0,2022-10-01,1457,,2024-10-29,,,,False,False,False,False,False,Lee Madison,RIZAL,False
180,1659.0,300.0,2022-11-04,500,,2024-10-29,,,,False,False,False,False,False,Foster Amanda,RIZAL,False
181,1660.0,400.0,2022-11-04,501,,2024-10-29,,,,False,False,False,False,False,Price Alexia,RIZAL,False
182,1681.0,400.0,2022-11-04,503,,2024-10-29,,,,False,False,False,False,False,Perry Nathan,RIZAL,False
183,1682.0,400.0,2022-11-04,502,,2024-10-29,,,,False,False,False,False,False,Rivera Alexandra,RIZAL,False
184,1951.0,400.0,2024-05-08,421,,2024-10-30,,,,False,False,False,False,False,Kim Kari,RIZAL,False
185,1852.0,400.0,2024-05-19,711,,2024-11-05,,,,False,False,False,False,False,Collins Jennifer,BANCASI,False
186,1476.0,400.0,2024-05-23,732,,2024-11-05,,,,False,False,False,False,False,Morris Andrea,BANCASI,False
187,1853.0,400.0,2024-06-07,743,,2024-11-06,,,,False,False,False,False,False,Sun Brittney,BANCASI,False
188,1955.0,400.0,2023-05-08,664,,2024-11-06,,,,False,False,False,False,False,Patterson Kyle,RIZAL,False
189,1835.0,400.0,2023-03-17,805,,2024-11-06,,,,False,False,False,False,False,Zhou Cara,RIZAL,False
190,1705.0,300.0,2022-02-21,,,2024-11-07,,,,False,False,False,False,False,Munoz Larry,RIZAL,False
191,1758.0,300.0,2022-02-21,95,,2024-11-07,,,,False,False,False,False,False,Jackson Charles,RIZAL,False
192,1956.0,400.0,2022-03-15,158,,2024-11-07,,,,False,False,False,False,False,Hu Alvin,RIZAL,False
193,1753.0,600.0,2021-03-19,160,,2024-11-07,,,,False,False,False,False,False,Chapman Nancy,RIZAL,False
194,1888.0,400.0,2023-02-19,,,2024-11-08,,,,False,False,False,False,False,Ramirez Megan,BANCASI,False
196,595.0,400.0,2023-02-19,,,2024-11-08,,,,False,False,False,False,False,Blanco Lawrence,BANCASI,False
197,1847.0,400.0,2023-02-19,,,2024-11-08,,,,False,False,False,False,False,Prasad Jarrod,BANCASI,False
198,568.0,400.0,2023-02-19,,,2024-11-08,,,,False,False,False,False,False,Alexander Jocelyn,BANCASI,False
199,,,,,,2024-11-08,,,,True,False,False,False,False,,,False
200,581.0,400.0,2023-05-15,3,,2024-11-08,,,,False,False,False,False,False,Flores Jose,BANCASI,False
