MEMBER ID,PICTURE,SEX,TITLE,FIRSTNAME,LASTNAME,MIDDLE NAME,FULLNAMES,ADDRESS,PROJECT,DATE OF BIRTH,SOCIAL STATUS,MONTHLY INCOME,CONTACT NO,WAIVER OF RIGHTS,STATUS,NOTES,DATE ENCODED,ENCODED BY,FB LINK,PAID,BENEFICIARY PROFILE,BIRTH CERTIFICATE,RESERVATION AGREEMENT,ID PICTURE,SINUMPAANG SALAYSAY,MARRIAGE CERTIFICATE,OCCUPATION,RELIGION,MEMBERSHIP FEE,PROCESSING FEE,YEARS TO PAY 1,Date Created,Created By,Date Updated,Updated By,Company Name,Office Address,FULLNAME,POSSIBLE_DUPLICATE
57,,MALE,Mr.,Lauren,Walker,L,,"Purok 9, Brgy. 47, , FEMALE",MASAO,1991-06-02,Single,22000.0,,False,Active,,2024-06-20,Ricz Gasul,,False,True,True,False,False,False,False,FACTORY WORKER,,False,False,,,,,,,,Walker Lauren,False
58,,FEMALE,Mrs.,Ian,Jenkins,U,,"Purok 7, Brgy. 45, ,",MASAO,,,,,False,,,2024-06-20,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,2024-11-13,,,,Jenkins Ian,False
59,,FEMALE,Mrs.,Sydney,Bennett,B,,"Purok 1, Brgy. 47, , FEMALE",MASAO,2017-04-20,,0.0,,False,Active,,2024-06-20,Ricz Gasul,#https://www.facebook.com/trinidad.ferol/photos#,False,False,False,False,False,False,False,,,False,False,,,,,,,,Bennett Sydney,False
60,,FEMALE,,Chloe,Young,O,,"Purok 12, Brgy. 46, , FEMALE",MASAO,1970-02-14,Married,19800.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,False,True,True,False,True,MASON,,True,True,,,,,,,,Young Chloe,False
61,,MALE,Mr.,Wyatt,Hill,R,,"Purok 10, Brgy. MEMBER ID, , SEX",MASAO,1979-02-14,Married,16000.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,False,True,True,False,True,FACTORY WORKER,CATHOLIC,True,True,,,,,,,,Hill Wyatt,False
62,,MALE,Mr.,Shannon,Wang,L,,"Purok 5, Brgy. 45, , SEX",MASAO,1957-04-12,Married,15000.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,True,True,True,False,True,,,True,True,,,,,,,,Wang Shannon,False
63,,FEMALE,Mrs.,Clarence,Rai,J,,"Purok 4, Brgy. 50, ,",MASAO,1955-02-26,Single,0.0,,False,Active,,2024-06-20,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Rai Clarence,False
64,,FEMALE,Mrs.,Luke,Lal,E,,"Purok 11, Brgy. MEMBER ID, , FEMALE",MASAO,1955-02-26,Married,4000.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,False,True,True,False,False,,CATHOLIC,True,True,,,,,,,,Lal Luke,False
65,,MALE,Mr.,Jordan,King,A,,"Purok 8, Brgy. 52, , MALE",MASAO,1965-01-21,Married,12000.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,False,True,True,True,True,,,True,True,,,,,,,,King Jordan,False
66,,FEMALE,Ms.,Destiny,Wilson,L,,"Purok 8, Brgy. 46, , MALE",MASAO,1991-10-03,,0.0,,False,Active,,2024-06-20,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,2024-11-13,,,,Wilson Destiny,False
67,,FEMALE,Mrs.,Ethan,Zhang,P,,"Purok 1, Brgy. MEMBER ID, , FEMALE",MASAO,1970-07-06,Single,0.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,True,True,True,False,False,FACTORY WORKER,RIC,True,True,,,,,,,,Zhang Ethan,False
68,,MALE,Mr.,Seth,Edwards,W,,"Purok 4, Brgy. MEMBER ID, , MALE",MASAO,2004-03-31,Married,13000.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,True,True,False,False,True,,,False,False,,,,,,,,Edwards Seth,False
69,,MALE,Mrs.,Russell,Xie,V,,"Purok 2, Brgy. 51, ,",MASAO,1959-12-15,,0.0,,False,Active,,2024-06-20,Ricz Gasul,,False,False,False,False,True,False,True,,,True,True,,,,,,,,Xie Russell,False
70,,FEMALE,Ms.,Alejandro,Beck,E,,"Purok 6, Brgy. 45, , MALE",MASAO,1975-02-05,Single,0.0,,False,Active,,2024-06-20,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Beck Alejandro,False
71,,FEMALE,Ms.,Harold,Sai,A,,"Purok 8, Brgy. 51, , MALE",MASAO,1975-01-09,,0.0,,False,Active,,2024-06-20,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Sai Harold,False
72,,MALE,Mr.,Jessie,Zhao,E,,"Purok 5, Brgy. 46, , FEMALE",MASAO,1999-07-10,Married,22500.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,True,True,True,False,True,SEWER,CATHOLIC,True,True,,,,,,,,Zhao Jessie,False
73,,MALE,Mr.,Jill,Jimenez,L,,"Purok 1, Brgy. 52, , MALE",MASAO,1993-01-03,Married,0.0,,False,Active,,2024-06-20,Ricz Gasul,,False,True,True,True,True,True,True,SELF EMPLOYED,CATHOLIC,False,False,,,,,,,,Jimenez Jill,False
74,,MALE,Mr.,Jimmy,Moreno,H,,"Purok 7, Brgy. 50, PICTURE,",MASAO,2002-02-25,,0.0,,False,Active,"Mali ang date ""2034"" compution sa HardCopy ng Contrata",2024-06-20,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Moreno Jimmy,False
75,,FEMALE,Ms.,Bethany,Yuan,A,,"Purok 1, Brgy. 50, , FEMALE",MASAO,1975-02-05,,0.0,,False,Active,,2024-06-20,Ricz Gasul,#https://www.facebook.com/mhariesha#,False,True,True,False,False,False,False,,,False,False,,,,,,,,Yuan Bethany,False
76,,MALE,Mr.,Theresa,Ramos,Y,,"Purok 3, Brgy. 48, , FEMALE",MASAO,2001-09-29,Single,10000.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,True,True,True,True,False,,METODIST,True,True,,,,,,,,Ramos Theresa,False
77,,MALE,Mr.,Denise,Stone,E,,"Purok 2, Brgy. 48, , SEX",MASAO,,,0.0,,False,Active,,2024-06-20,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Stone Denise,False
78,,FEMALE,Ms.,Jaime,Nath,H,,"Purok 3, Brgy. 47, PICTURE, FEMALE",MASAO,2000-03-29,Single,25000.0,,True,Active,,2024-06-20,Ricz Gasul,#https://www.facebook.com/profile.php?id=100094908460667&sk=photos#,False,True,True,True,True,False,False,SELF EMPLOYED,CATHOLIC,True,True,,,,,,,,Nath Jaime,False
79,,MALE,Mr.,Ebony,Gonzalez,E,,"Purok 6, Brgy. 52, , MALE",MASAO,1964-11-09,Widow,24000.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,False,True,True,True,True,MEAT VENDOR,CATHOLIC,True,True,,,,,,,,Gonzalez Ebony,False
80,,MALE,Mr.,Wendy,Dominguez,T,,"Purok 1, Brgy. 47, , MALE",MASAO,1980-06-09,Married,25683.0,,True,Active,"Hardcopy contract, 3,350 monthly amortization",2024-06-20,Ricz Gasul,,False,True,True,True,True,False,True,,,False,False,,,,,,,,Dominguez Wendy,False
81,,FEMALE,Mrs.,Jennifer,Russell,C,,"Purok 9, Brgy. 47, , MALE",MASAO,1964-11-09,,0.0,,False,Active,"7,833.33 hindi tugma ang computation sa computer monthly",2024-06-20,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Russell Jennifer,False
82,,MALE,Mr.,Chloe,Garcia,W,,"Purok 6, Brgy. 46, , FEMALE",MASAO,1964-02-12,Married,41500.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,True,True,True,False,True,CONSTRUCTION WAKER,PROTESTANTE,False,False,,,,,,,,Garcia Chloe,False
83,,FEMALE,Ms.,Diana,Hernandez,F,,"Purok 10, Brgy. 47, , FEMALE",MASAO,1976-12-25,,12000.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,False,True,False,False,False,,,False,False,,,,,,,,Hernandez Diana,False
84,,MALE,Mr.,Marc,Martin,Y,,"Purok 4, Brgy. 51, PICTURE,",MASAO,1986-04-21,Single,7500.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,True,True,True,False,False,,CATHOLIC,True,True,,,,,,,,Martin Marc,False
85,,FEMALE,Ms.,Jesse,Murphy,R,,"Purok 1, Brgy. 47, , MALE",MASAO,1991-05-31,,0.0,,False,Active,,2024-06-20,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Murphy Jesse,False
86,,FEMALE,Ms.,Amanda,Carter,K,,"Purok 3, Brgy. 48, , FEMALE",MASAO,1991-05-31,Single,13000.0,,False,Active,,2024-06-20,Ricz Gasul,,False,False,False,False,True,False,False,,CATHOLIC,True,True,,,,,,,,Carter Amanda,False
87,,MALE,Mr.,Megan,Sanchez,H,,"Purok 7, Brgy. 51, , FEMALE",MASAO,1955-10-15,Married,12000.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,True,True,True,False,True,SELF EMPLOYED,CATHOLIC,True,True,,,,,,,,Sanchez Megan,False
88,,FEMALE,Mrs.,Nathan,Simmons,L,,"Purok 1, Brgy. 49, PICTURE, MALE",MASAO,1967-12-02,,0.0,,False,Active,,2024-06-20,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Simmons Nathan,False
89,,FEMALE,Ms.,Adam,Flores,A,,"Purok 6, Brgy. MEMBER ID, , SEX",MASAO,1958-07-01,,0.0,,False,Active,,2024-06-20,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Flores Adam,False
90,,FEMALE,Ms.,Leonard,Nara,U,,"Purok 3, Brgy. 47, , SEX",MASAO,1994-01-27,,0.0,,False,Active,,2024-06-20,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Nara Leonard,False
91,,FEMALE,Ms.,Christine,Yuan,H,,"Purok 2, Brgy. 51, ,",MASAO,1977-03-11,Married,13000.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,True,True,True,True,True,FACTORY WORKER,,False,False,,,,,,,,Yuan Christine,False
92,,FEMALE,Mrs.,Jaclyn,Lu,E,,"Purok 4, Brgy. 48, ,",MASAO,1925-01-22,Married,11960.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,True,True,True,False,True,FACTORY WORKER,CATHOLIC,True,True,,,,,,,,Lu Jaclyn,False
93,,FEMALE,Mrs.,Jeremy,Powell,P,,"Purok 1, Brgy. MEMBER ID, , MALE",MASAO,1977-11-28,Married,15700.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,True,True,True,False,True,PENSIONER,CATHOLIC,True,True,,,,,,,,Powell Jeremy,False
94,,MALE,Mr.,Carol,Rai,L,,"Purok 7, Brgy. 49, , MALE",MASAO,1975-01-22,,0.0,,False,Active,,2024-06-20,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Rai Carol,False
95,,FEMALE,Ms.,Alan,Zheng,H,,"Purok 5, Brgy. 51, , FEMALE",MASAO,,,0.0,,False,Active,,2024-06-20,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Zheng Alan,False
96,,FEMALE,Ms.,Daniel,Johnson,B,,"Purok 2, Brgy. 49, , FEMALE",MASAO,1967-04-20,Married,15000.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,True,True,True,False,True,,,False,False,,,,,,,,Johnson Daniel,False
97,,FEMALE,Mrs.,Heidi,Lopez,E,,"Purok 7, Brgy. 48, ,",MASAO,1969-04-20,,0.0,,False,Active,,2024-06-20,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Lopez Heidi,False
98,,MALE,Mr.,Ana,Price,X,,"Purok 12, Brgy. MEMBER ID, , MALE",MASAO,1973-02-14,Married,30000.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,False,True,True,False,True,,CATHOLIC,False,False,,,,,,,,Price Ana,False
99,,FEMALE,Mr.,Deanna,Munoz,C,,"Purok 10, Brgy. MEMBER ID, , SEX",MASAO,1987-07-13,,0.0,,False,Active,,2024-06-20,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Munoz Deanna,False
100,,FEMALE,Ms.,Gilbert,Raje,P,,"Purok 6, Brgy. 53, , MALE",MASAO,1990-12-22,,0.0,,False,Active,,2024-06-20,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Raje Gilbert,False
101,,MALE,Mr.,Michele,Nath,U,,"Purok 3, Brgy. 46, , SEX",MASAO,1975-07-23,Widow,23000.0,,False,Active,,2024-06-20,Ricz Gasul,,False,True,False,True,False,True,False,SECURITY GUARD,CATHOLIC,False,False,,,,,,,,Nath Michele,False
103,,FEMALE,Ms.,Carl,Andersen,R,,"Purok 10, Brgy. 48, ,",MASAO,1967-12-02,Married,20000.0,,True,Active,,2024-06-20,Ricz Gasul,,False,True,True,True,True,False,True,WATER REFILING OWNER,CATHOLIC,False,False,,,,,,,,Andersen Carl,False
312,,,,Marc,Diaz,F,,"Purok 10, Brgy. 46, , SEX",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Diaz Marc,False
313,,,,Ashlee,Andersen,Z,,"Purok 9, Brgy. 48, , SEX",BANCASI,1989-06-21,Single,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,False,LGU MARIVELES,CATHOLIC,False,True,,,,2024-11-25,,,,Andersen Ashlee,False
315,,,,Jon,Zhou,S,,"Purok 9, Brgy. 47, , MALE",BANCASI,1974-07-02,Married,0.0,,False,Active,,2024-06-28,Ricz Gasul,,True,True,True,True,True,True,False,,CATHOLIC,False,True,,,,2024-11-25,,,,Zhou Jon,False
316,,,,Todd,Gao,F,,"Purok 9, Brgy. 46, , FEMALE",BANCASI,1960-10-17,Married,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,True,,,False,False,,,,2024-11-25,,,,Gao Todd,False
317,,,,Noah,Powell,B,,"Purok 9, Brgy. MEMBER ID, ,",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Powell Noah,False
319,,,,Angela,Murphy,N,,"Purok 4, Brgy. 49, , MALE",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Murphy Angela,False
320,,,,Chase,Reed,F,,"Purok 3, Brgy. 45, , FEMALE",BANCASI,,Single,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,False,,,False,False,,,,2024-11-25,,,,Reed Chase,False
322,,,,Jessica,Henderson,I,,"Purok 8, Brgy. 50, , MALE",BANCASI,1979-06-19,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Henderson Jessica,False
323,,,,Grace,Butler,B,,"Purok 8, Brgy. 45, , MALE",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Butler Grace,False
324,,,,Caleb,Carter,Y,,"Purok 9, Brgy. 48, ,",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Carter Caleb,False
326,,,,Tiffany,Liang,M,,"Purok 2, Brgy. 50, , FEMALE",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Liang Tiffany,False
327,,,,Carolyn,Navarro,L,,"Purok 1, Brgy. 52, , FEMALE",BANCASI,1979-04-05,Married,14780.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,False,True,True,False,True,FACTORY WORKER,CATHOLIC,False,False,,,,,,,,Navarro Carolyn,False
328,,,,Willie,Raji,Y,,"Purok 4, Brgy. MEMBER ID, ,",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Raji Willie,False
329,,,,Linda,Serrano,K,,"Purok 6, Brgy. 49, , SEX",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Serrano Linda,False
330,,,,Casey,Luo,R,,"Purok 7, Brgy. 47, , SEX",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Luo Casey,False
332,,,,Amy,Ye,N,,"Purok 1, Brgy. 48, , MALE",BANCASI,1982-07-28,Single,0.0,,False,InActive,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,False,FACTORY WORKER,CATHOLIC,False,False,,,,2024-11-25,,,,Ye Amy,False
333,,,,Levi,Arun,B,,"Purok 12, Brgy. 51, , MALE",BANCASI,1976-05-20,Married,20000.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,True,HOUSEWIFE,CATHOLIC,True,True,,,,2024-11-25,,,,Arun Levi,False
334,,,,Felicia,Jimenez,S,,"Purok 7, Brgy. 52, ,",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Jimenez Felicia,False
335,,,,Blake,Anderson,G,,"Purok 12, Brgy. 45, , MALE",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Anderson Blake,False
336,,,,Leah,Ye,Y,,"Purok 8, Brgy. 49, , FEMALE",BANCASI,,Married,0.0,,False,,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,True,,,False,False,,,,2024-11-25,,,,Ye Leah,False
337,,,,Gina,Martin,E,,"Purok 2, Brgy. 53, , MALE",BANCASI,,Married,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,True,,,False,False,,,,2024-11-25,,,,Martin Gina,False
338,,,,Donald,Gonzalez,M,,"Purok 2, Brgy. 51, ,",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Gonzalez Donald,False
339,,,,Damien,Chander,C,,"Purok 7, Brgy. 46, , MALE",BANCASI,,Married,0.0,,False,InActive,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,True,,,False,False,,,,2024-11-25,,,,Chander Damien,False
340,,,,Savannah,Baker,S,,"Purok 6, Brgy. 52, PICTURE, MALE",BANCASI,,Married,0.0,,False,InActive,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,True,,,False,False,,,,2024-11-25,,,,Baker Savannah,False
341,,,,Angela,Butler,T,,"Purok 12, Brgy. 51, ,",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Butler Angela,False
342,,,,Alyssa,Cox,D,,"Purok 9, Brgy. 46, , MALE",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Cox Alyssa,False
344,,,,Lucas,Phillips,S,,"Purok 9, Brgy. 47, ,",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,True,,,False,True,,,,2024-11-25,,,,Phillips Lucas,False
345,,,,Emily,Johnson,F,,"Purok 1, Brgy. 46, PICTURE,",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,False,,,False,False,,,,2024-11-25,,,,Johnson Emily,False
346,,,,Ryan,Brown,J,,"Purok 7, Brgy. 50, ,",BANCASI,,Married,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,True,,,False,True,,,,2024-11-25,,,,Brown Ryan,False
347,,,,Tamara,Liang,O,,"Purok 11, Brgy. 52, , MALE",BANCASI,1974-05-28,Married,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,True,DETAL TECH,IGLESIA NI CRISTO,False,True,,,,2024-11-25,,,,Liang Tamara,False
348,,,,Hunter,Davis,U,,"Purok 6, Brgy. 52, , FEMALE",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Davis Hunter,False
349,,,,Abigail,Price,G,,"Purok 1, Brgy. 50, , MALE",BANCASI,1979-10-16,Married,30000.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,True,FARMER,CATHOLIC,False,True,,,,2024-11-25,,,,Price Abigail,False
350,,,,Trevor,Bryant,K,,"Purok 3, Brgy. 48, , SEX",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,True,,,False,True,,,,2024-11-25,,,,Bryant Trevor,False
351,,,,Dalton,Perez,K,,"Purok 6, Brgy. 49, , FEMALE",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Perez Dalton,False
352,,,,Cheryl,Diaz,T,,"Purok 9, Brgy. 52, ,",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,True,,,True,False,,,,,,,,Diaz Cheryl,False
354,,,,Aimee,He,E,,"Purok 11, Brgy. MEMBER ID, ,",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,He Aimee,False
355,,,,Cedric,Ma,W,,"Purok 2, Brgy. 46, ,",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Ma Cedric,False
356,,,,Chad,Kumar,X,,"Purok 12, Brgy. 46, , FEMALE",BANCASI,1969-02-10,Married,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,True,,CATHOLIC,True,True,,,,2024-11-25,,,,Kumar Chad,False
357,,,,Andr̩s,Anand,P,,"Purok 5, Brgy. 46, , SEX",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,False,,,False,True,,,,2024-11-25,,,,Anand Andr̩s,False
358,,,,Edwin,Nara,T,,"Purok 9, Brgy. 51, , MALE",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Nara Edwin,False
359,,,,Mallory,Rubio,V,,"Purok 5, Brgy. 46, , MALE",BANCASI,1978-11-26,Single,1.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,False,True,True,True,False,13000,CATHOLIC,False,True,,,,2024-11-25,,,,Rubio Mallory,False
360,,,,Adam,Ross,B,,"Purok 9, Brgy. 53, , SEX",BANCASI,1975-04-29,Married,40000.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,False,True,False,False,SELF EMPLOYEE,CATHOLIC,False,False,,,,,,,,Ross Adam,False
361,,,,Latasha,Navarro,L,,"Purok 7, Brgy. 51, , FEMALE",BANCASI,,,0.0,,False,InActive,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Navarro Latasha,False
362,,,,Abby,Sai,K,,"Purok 2, Brgy. 48, ,",BANCASI,,Married,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,True,,,False,True,,,,2024-11-25,,,,Sai Abby,False
363,,,,Julia,Nelson,P,,"Purok 5, Brgy. 45, , FEMALE",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Nelson Julia,False
