MEMBER ID,PICTURE,SEX,Mr Mrs,FIRSTNAME,LASTNAME,MIDDLE NAME,FULLNAMES,ADDRESS,PROJECT,DATE OF BIRTH,SOCIAL STATUS,MONTHLY INCOME,CONTACT NO,WAIVER OF RIGHTS,STATUS,NOTES,DATE ENCODED,ENCODED BY,FB LINK,PAID,BENEFICIARY PROFILE,BIRTH CERTIFICATE,REVERVATION AGREEMENT,ID PICTURE,SINUMPAANG SALAYSAY,MARRIAGE CERTIFICATE,OCCUPATION,RELIGION,MEMBERSHIP FEE,PROCESSING FEE,YEARS TO PAY 1,Date Creted,Creadted by,Date Updated,Updated By,Company Name,Office Address
68,,MALE,Mr.,Seth,Edwards,W,,"Purok 4, Brgy. MEMBER ID, , MALE",MASAO,31/03/2004,Married,13000,9777160149,TRUE,Active,,20/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,,FALSE,FALSE,,,,,,,
69,,MALE,Mrs.,Russell,Xie,V,,"Purok 2, Brgy. 51, , ",MASAO,15/12/1959,,0,9179793623,FALSE,Active,,20/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,TRUE,TRUE,,,,,,,
70,,FEMALE,Ms,Alejandro,Beck,E,,"Purok 6, Brgy. 45, , MALE",MASAO,05/02/1975,Single,0,9148730317,FALSE,Active,,20/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
71,,FEMALE,Ms,Harold,Sai,A,,"Purok 8, Brgy. 51, , MALE",MASAO,09/01/1975,,0,9230648474,FALSE,Active,,20/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
72,,MALE,Mr.,Jessie,Zhao,E,,"Purok 5, Brgy. 46, , FEMALE",MASAO,10/07/1999,Married,22500,9991562865,TRUE,Active,,20/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SEWER,CATHOLIC,TRUE,TRUE,,,,,,,
73,,MALE,Mr.,Jill,Jimenez,L,,"Purok 1, Brgy. 52, , MALE",MASAO,03/01/1993,Married,0,9606074434,FALSE,Active,,20/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SELF EMPLOYED,CATHOLIC,FALSE,FALSE,,,,,,,
74,,MALE,Mr.,Jimmy,Moreno,H,,"Purok 7, Brgy. 50, PICTURE, ",MASAO,25/02/2002,,0,9941417374,FALSE,Active,"Mali ang date  ""2034"" compution sa HardCopy ng Contrata",20/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
75,,FEMALE,Ms,Bethany,Yuan,A,,"Purok 1, Brgy. 50, , FEMALE",MASAO,05/02/1975,,0,9299964057,FALSE,Active,,20/06/2024,Ricz Gasul,#https://www.facebook.com/mhariesha#,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
76,,MALE,Mr.,Theresa,Ramos,Y,,"Purok 3, Brgy. 48, , FEMALE",MASAO,29/09/2001,Single,10000,9905906201,TRUE,Active,,20/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,METODIST,TRUE,TRUE,,,,,,,
77,,MALE,Mr.,Denise,Stone,E,,"Purok 2, Brgy. 48, , SEX",MASAO,,,0,9911488835,FALSE,Active,,20/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
78,,FEMALE,Ms,Jaime,Nath,H,,"Purok 3, Brgy. 47, PICTURE, FEMALE",MASAO,29/03/2000,Single,25000,9681377141,TRUE,Active,,20/06/2024,Ricz Gasul,#https://www.facebook.com/profile.php?id=100094908460667&sk=photos#,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,SELF EMPLOYED,CATHOLIC,TRUE,TRUE,,,,,,,
79,,MALE,Mr.,Ebony,Gonzalez,E,,"Purok 6, Brgy. 52, , MALE",MASAO,09/11/1964,Widow,24000,9433244369,TRUE,Active,,20/06/2024,Ricz Gasul,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,MEAT VENDOR,CATHOLIC,TRUE,TRUE,,,,,,,
80,,MALE,Mr.,Wendy,Dominguez,T,,"Purok 1, Brgy. 47, , MALE",MASAO,09/06/1980,Married,25683,9294287522,TRUE,Active,"Hardcopy contract, 3,350 monthly amortization",20/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,FALSE,FALSE,,,,,,,
81,,FEMALE,Mrs.,Jennifer,Russell,C,,"Purok 9, Brgy. 47, , MALE",MASAO,09/11/1964,,0,9903409697,FALSE,Active,"7,833.33 hindi tugma ang computation sa computer monthly",20/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
82,,MALE,Mr.,Chloe,Garcia,W,,"Purok 6, Brgy. 46, , FEMALE",MASAO,12/02/1964,Married,41500,9281768635,TRUE,Active,,20/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,CONSTRUCTION WAKER,PROTESTANTE,FALSE,FALSE,,,,,,,
83,,FEMALE,Ms,Diana,Hernandez,F,,"Purok 10, Brgy. 47, , FEMALE",MASAO,25/12/1976,,12000,9881327062,TRUE,Active,,20/06/2024,Ricz Gasul,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
84,,MALE,Mr.,Marc,Martin,Y,,"Purok 4, Brgy. 51, PICTURE, ",MASAO,21/04/1986,Single,7500,9741147889,TRUE,Active,,20/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,CATHOLIC,TRUE,TRUE,,,,,,,
85,,FEMALE,Ms,Jesse,Murphy,R,,"Purok 1, Brgy. 47, , MALE",MASAO,31/05/1991,,0,9102745702,FALSE,Active,,20/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
86,,FEMALE,Ms,Amanda,Carter,K,,"Purok 3, Brgy. 48, , FEMALE",MASAO,31/05/1991,Single,13000,9733943350,FALSE,Active,,20/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,CATHOLIC,TRUE,TRUE,,,,,,,
87,,MALE,Mr.,Megan,Sanchez,H,,"Purok 7, Brgy. 51, , FEMALE",MASAO,15/10/1955,Married,12000,9293151070,TRUE,Active,,20/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SELF EMPLOYED,CATHOLIC,TRUE,TRUE,,,,,,,
88,,FEMALE,Mrs.,Nathan,Simmons,L,,"Purok 1, Brgy. 49, PICTURE, MALE",MASAO,02/12/1967,,0,9394890744,FALSE,Active,,20/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
89,,FEMALE,Ms,Adam,Flores,A,,"Purok 6, Brgy. MEMBER ID, , SEX",MASAO,01/07/1958,,0,9491657792,FALSE,Active,,20/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
90,,FEMALE,Ms,Leonard,Nara,U,,"Purok 3, Brgy. 47, , SEX",MASAO,27/01/1994,,0,9659183119,FALSE,Active,,20/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
91,,FEMALE,Ms,Christine,Yuan,H,,"Purok 2, Brgy. 51, , ",MASAO,11/03/1977,Married,13000,9837081935,TRUE,Active,,20/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FACTORY WORKER,,FALSE,FALSE,,,,,,,
92,,FEMALE,Mrs.,Jaclyn,Lu,E,,"Purok 4, Brgy. 48, , ",MASAO,22/01/1925,Married,11960,9755455192,TRUE,Active,,20/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FACTORY WORKER,CATHOLIC,TRUE,TRUE,,,,,,,
93,,FEMALE,Mrs.,Jeremy,Powell,P,,"Purok 1, Brgy. MEMBER ID, , MALE",MASAO,28/11/1977,Married,15700,9572491952,TRUE,Active,,20/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,PENSIONER,CATHOLIC,TRUE,TRUE,,,,,,,
94,,MALE,Mr.,Carol,Rai,L,,"Purok 7, Brgy. 49, , MALE",MASAO,22/01/1975,,0,9748084834,FALSE,Active,,20/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
95,,FEMALE,Ms,Alan,Zheng,H,,"Purok 5, Brgy. 51, , FEMALE",MASAO,,,0,9258736071,FALSE,Active,,20/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
96,,FEMALE,Ms,Daniel,Johnson,B,,"Purok 2, Brgy. 49, , FEMALE",MASAO,20/04/1967,Married,15000,9734376770,TRUE,Active,,20/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,FALSE,FALSE,,,,,,,
97,,FEMALE,Mrs.,Heidi,Lopez,E,,"Purok 7, Brgy. 48, , ",MASAO,20/04/1969,,0,9899796959,FALSE,Active,,20/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
98,,MALE,Mr.,Ana,Price,X,,"Purok 12, Brgy. MEMBER ID, , MALE",MASAO,14/02/1973,Married,30000,9202584440,TRUE,Active,,20/06/2024,Ricz Gasul,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,,CATHOLIC,FALSE,FALSE,,,,,,,
99,,FEMALE,Mr.,Deanna,Munoz,C,,"Purok 10, Brgy. MEMBER ID, , SEX",MASAO,13/07/1987,,0,9948975019,FALSE,Active,,20/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
100,,FEMALE,Ms,Gilbert,Raje,P,,"Purok 6, Brgy. 53, , MALE",MASAO,22/12/1990,,0,9253136241,FALSE,Active,,20/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
101,,MALE,Mr.,Michele,Nath,U,,"Purok 3, Brgy. 46, , SEX",MASAO,23/07/1975,Widow,23000,9287026057,FALSE,Active,,20/06/2024,Ricz Gasul,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,SECURITY GUARD,CATHOLIC,FALSE,FALSE,,,,,,,
103,,FEMALE,Ms,Carl,Andersen,R,,"Purok 10, Brgy. 48, , ",MASAO,02/12/1967,Married,20000,9856023272,TRUE,Active,,20/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,WATER REFILING OWNER,CATHOLIC,FALSE,FALSE,,,,,,,
312,,,,Marc,Diaz,F,,"Purok 10, Brgy. 46, , SEX",BANCASI,,N/A,0,9129644242,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
313,,,,Ashlee,Andersen,Z,,"Purok 9, Brgy. 48, , SEX",BANCASI,21/06/1989,Single,0,9425755608,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,LGU MARIVELES,CATHOLIC,FALSE,TRUE,,,,25/11/2024,lency,,
315,,,,Jon,Zhou,S,,"Purok 9, Brgy. 47, , MALE",BANCASI,02/07/1974,Married,0,9111790878,FALSE,Active,,28/06/2024,Ricz Gasul,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,CATHOLIC,FALSE,TRUE,,,,25/11/2024,lency,,
316,,,,Todd,Gao,F,,"Purok 9, Brgy. 46, , FEMALE",BANCASI,17/10/1960,Married,0,9692421689,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,FALSE,,,,25/11/2024,lency,,
317,,,,Noah,Powell,B,,"Purok 9, Brgy. MEMBER ID, , ",BANCASI,,N/A,0,9829249897,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
319,,,, Angela  , Murphy  ,N,,"Purok 4, Brgy. 49, , MALE",BANCASI,,N/A,0,9781787289,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
320,,,,Chase, Reed  ,F,,"Purok 3, Brgy. 45, , FEMALE",BANCASI,,Single,0,9988445864,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,FALSE,FALSE,,,,25/11/2024,lency,,
322,,,,Jessica  ,Henderson ,I,,"Purok 8, Brgy. 50, , MALE",BANCASI,19/06/1979,N/A,0,9366349795,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
323,,,,Grace,  Butler,B,,"Purok 8, Brgy. 45, , MALE",BANCASI,,N/A,0,9211981083,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
324,,,, Caleb, Carter,Y,,"Purok 9, Brgy. 48, , ",BANCASI,,N/A,0,9305806827,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
326,,,,Tiffany,Liang,M,,"Purok 2, Brgy. 50, , FEMALE",BANCASI,,N/A,0,9612061695,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
327,,,,Carolyn,Navarro,L,,"Purok 1, Brgy. 52, , FEMALE",BANCASI,05/04/1979,Married,14780,9914781646,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FACTORY WORKER,CATHOLIC,FALSE,FALSE,,,,,,,
328,,,, Willie , Raji,Y,,"Purok 4, Brgy. MEMBER ID, , ",BANCASI,,N/A,0,9977363457,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
329,,,,Linda, Serrano,K,,"Purok 6, Brgy. 49, , SEX",BANCASI,,N/A,0,9564320378,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
330,,,,Casey,Luo,R,,"Purok 7, Brgy. 47, , SEX",BANCASI,,N/A,0,9566840428,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
332,,,,Amy,Ye,N,,"Purok 1, Brgy. 48, , MALE",BANCASI,28/07/1982,Single,0,9611143269,FALSE,InActive,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FACTORY WORKER,CATHOLIC,FALSE,FALSE,,,,25/11/2024,lency,,
333,,,,Levi,Arun,B,,"Purok 12, Brgy. 51, , MALE",BANCASI,20/05/1976,Married,20000,9627539048,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,HOUSEWIFE,CATHOLIC,TRUE,TRUE,,,,25/11/2024,lency,,
334,,,,Felicia,Jimenez,S,,"Purok 7, Brgy. 52, , ",BANCASI,,N/A,0,9558100494,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
335,,,,Blake,Anderson,G,,"Purok 12, Brgy. 45, , MALE",BANCASI,,N/A,0,9631216212,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
336,,,,Leah,Ye,Y,,"Purok 8, Brgy. 49, , FEMALE",BANCASI,,Married,0,9951041362,FALSE,,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,FALSE,,,,25/11/2024,lency,,
337,,,,Gina,Martin,E,,"Purok 2, Brgy. 53, , MALE",BANCASI,,Married,0,9471576416,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,FALSE,,,,25/11/2024,lency,,
338,,,,Donald,Gonzalez,M,,"Purok 2, Brgy. 51, , ",BANCASI,,N/A,0,9266066081,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
339,,,,Damien,Chander,C,,"Purok 7, Brgy. 46, , MALE",BANCASI,,Married,0,9102980850,FALSE,InActive,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,FALSE,,,,25/11/2024,lency,,
340,,,,Savannah,Baker,S,,"Purok 6, Brgy. 52, PICTURE, MALE",BANCASI,,Married,0,9106910986,FALSE,InActive,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,FALSE,,,,25/11/2024,lency,,
341,,,,Angela,Butler,T,,"Purok 12, Brgy. 51, , ",BANCASI,,N/A,0,9103454132,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
342,,,,Alyssa,Cox,D,,"Purok 9, Brgy. 46, , MALE",BANCASI,,N/A,0,9510009725,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
344,,,,Lucas,Phillips,S,,"Purok 9, Brgy. 47, , ",BANCASI,,N/A,0,9198884505,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,TRUE,,,,25/11/2024,lency,,
345,,,,Emily,Johnson,F,,"Purok 1, Brgy. 46, PICTURE, ",BANCASI,,N/A,0,9650599117,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,FALSE,FALSE,,,,25/11/2024,lency,,
346,,,,Ryan,  Brown,J,,"Purok 7, Brgy. 50, , ",BANCASI,,Married,0,9322252493,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,TRUE,,,,25/11/2024,lency,,
